lang,vocabSize,rep,error,wordsPlaced,elapsedMs,boardRows,boardCols,boardCells,filledCells,letterCount,reviewWordPlaced
en,1000,166,,3,15.742,5,6,30,11,8,false
en,1000,167,,4,14.946,4,7,28,14,8,false
en,1000,168,,4,13.557,5,6,30,14,8,false
en,1000,169,,3,19.992,4,7,28,12,8,true
en,1000,170,,3,13.899,4,6,24,11,8,true
en,1000,171,,5,12.941,6,5,30,15,8,false
en,1000,172,,3,17.454,5,8,40,14,8,false
en,1000,173,,6,14.345,6,8,48,19,8,false
en,1000,174,,4,16.322,6,8,48,15,8,true
en,1000,175,,4,13.544,6,7,42,13,8,true
en,1000,176,,4,13.892,5,5,25,14,8,true
en,1000,177,,5,16.938,5,7,35,16,8,true
en,1000,178,,10,15.85,8,8,64,28,8,true
en,1000,179,,5,13.225,7,6,42,16,8,false
en,1000,180,,6,14.087,5,7,35,17,8,false
en,1000,181,,6,15.33,8,8,64,23,8,true
en,1000,182,,4,14.995,6,7,42,15,8,true
en,1000,183,,3,11.955,4,5,20,9,8,true
en,1000,184,,7,13.532,7,6,42,19,8,false
en,1000,185,,2,13.705,5,7,35,11,8,true
en,1000,186,,5,13.923,5,7,35,14,8,true
en,1000,187,,2,16.049,5,8,40,12,8,false
en,1000,188,,4,16.916,5,7,35,15,8,true
en,1000,189,,3,13.998,4,4,16,9,6,true
en,1000,190,,4,15.303,5,6,30,15,8,false
en,1000,191,,8,13.69,7,8,56,21,8,false
en,1000,192,,7,13.672,6,8,48,21,8,false
en,1000,193,,3,14.385,4,5,20,11,7,true
en,1000,194,,3,17.998,6,8,48,13,8,false
en,1000,195,,4,16.035,7,8,56,17,8,false
en,1000,196,,4,15.629,5,8,40,16,8,false
en,1000,197,,6,14.486,5,8,40,17,8,false
en,1000,198,,6,12.932,7,7,49,18,8,true
en,1000,199,,7,13.24,6,7,42,21,8,true
en,3000,0,,11,47.271,8,8,64,29,8,true
en,3000,1,,9,57.894,8,8,64,29,8,false
en,3000,2,,6,47.012,7,7,49,21,8,false
en,3000,3,,6,46.798,5,8,40,19,8,true
en,3000,4,,5,46.471,5,7,35,17,7,false
en,3000,5,,8,43.331,7,8,56,26,8,false
en,3000,6,,7,50.848,7,8,56,23,8,true
en,3000,7,,5,51.133,4,7,28,16,8,true
en,3000,8,,8,41.952,7,8,56,20,8,false
en,3000,9,,5,49.404,6,7,42,17,8,false
en,3000,10,,7,52.242,7,8,56,25,8,true
en,3000,11,,7,50.449,7,8,56,23,8,true
en,3000,12,,6,45.942,5,8,40,19,8,true
en,3000,13,,6,51.054,7,8,56,22,8,false
en,3000,14,,5,52.923,5,8,40,19,8,true
en,3000,15,,8,50.035,6,8,48,25,8,false
en,3000,16,,8,38.796,7,7,49,21,8,true
en,3000,17,,6,48.432,6,7,42,21,8,true
en,3000,18,,4,48.383,6,8,48,15,8,false
en,3000,19,,9,49.797,8,8,64,31,8,false
en,3000,20,,5,51.919,7,8,56,20,8,false
en,3000,21,,9,50.292,8,8,64,27,8,true
en,3000,22,,6,45.679,7,7,49,18,8,true
en,3000,23,,5,50.652,6,8,48,22,8,true
en,3000,24,,6,49.959,6,8,48,21,8,false
en,3000,25,,6,50.345,5,8,40,18,8,true
en,3000,26,,4,48.023,4,8,32,16,8,false
en,3000,27,,5,44.39,7,8,56,20,8,true
en,3000,28,,2,47.03,3,7,21,9,8,false
en,3000,29,,6,51.523,6,8,48,21,8,false
en,3000,30,,11,39.001,7,8,56,28,8,false
en,3000,31,,9,42.361,8,6,48,24,8,true
en,3000,32,,7,48.858,8,7,56,28,8,false
en,3000,33,,5,56.147,7,8,56,21,8,false
en,3000,34,,8,50.284,8,8,64,29,8,false
en,3000,35,,8,48.725,7,7,49,24,8,true
en,3000,36,,10,45.983,7,8,56,29,8,true
en,3000,37,,7,46.137,6,6,36,21,8,false
en,3000,38,,7,47.294,8,7,56,21,8,false
en,3000,39,,10,48.991,8,8,64,30,8,false
en,3000,40,,7,47.824,7,6,42,19,8,true
en,3000,41,,6,51.165,7,8,56,21,8,true
en,3000,42,,9,49.441,6,8,48,25,8,false
en,3000,43,,6,44.531,5,8,40,19,8,true
en,3000,44,,6,47.683,6,6,36,21,8,false
en,3000,45,,6,49.038,6,7,42,17,8,false
en,3000,46,,4,47.162,4,6,24,14,8,true
en,3000,47,,4,41.587,5,4,20,12,8,false
en,3000,48,,8,47.203,8,8,64,24,8,true
en,3000,49,,4,40.721,3,5,15,11,8,true
en,3000,50,,8,45.858,8,7,56,25,8,true
en,3000,51,,5,48.019,4,6,24,15,6,false
en,3000,52,,7,47.008,7,6,42,17,8,true
en,3000,53,,5,54.506,4,8,32,18,8,false
en,3000,54,,9,45.612,7,7,49,23,8,false
en,3000,55,,7,52.65,7,7,49,24,8,true
en,3000,56,,6,42.725,8,5,40,17,8,true
en,3000,57,,8,41.972,7,8,56,23,8,true
en,3000,58,,9,45.924,8,7,56,25,8,true
en,3000,59,,9,50.721,7,8,56,23,8,true
en,3000,60,,6,39.486,6,6,36,19,8,false
en,3000,61,,7,51.361,6,7,42,22,8,false
en,3000,62,,11,42.041,8,8,64,29,8,true
en,3000,63,,10,51.315,8,8,64,30,8,true
en,3000,64,,9,45.199,6,7,42,22,8,true
en,3000,65,,7,55.398,8,7,56,23,8,false
en,3000,66,,4,47.178,5,5,25,12,8,true
en,3000,67,,7,43.064,6,7,42,21,8,true
en,3000,68,,6,41.738,6,7,42,19,8,true
en,3000,69,,7,46.877,7,6,42,20,8,true
en,3000,70,,11,47.648,8,8,64,32,8,true
en,3000,71,,7,38.185,8,6,48,19,8,false
en,3000,72,,7,48.567,7,8,56,25,8,false
en,3000,73,,5,50.161,4,8,32,17,8,true
en,3000,74,,6,40.636,5,6,30,16,8,false
en,3000,75,,7,46.804,8,6,48,19,8,true
en,3000,76,,4,48.602,5,7,35,13,8,true
en,3000,77,,10,49.245,7,8,56,31,8,true
en,3000,78,,7,55.191,8,8,64,24,8,true
en,3000,79,,5,44.356,7,7,49,20,8,true
en,3000,80,,7,42.396,7,6,42,20,8,true
en,3000,81,,4,44.331,6,7,42,16,8,true
en,3000,82,,4,51.957,6,8,48,20,8,true
en,3000,83,,3,41.4,4,4,16,9,6,true
en,3000,84,,8,49.451,8,8,64,27,8,false
en,3000,85,,7,37.931,7,7,49,23,8,false
en,3000,86,,4,44.674,4,7,28,14,8,true
en,3000,87,,6,48.977,6,7,42,20,8,true
en,3000,88,,6,51.962,6,8,48,22,8,true
en,3000,89,,7,38.941,7,8,56,19,8,false
en,3000,90,,10,48.483,8,8,64,30,8,true
en,3000,91,,4,43.035,3,8,24,14,8,true
en,3000,92,,7,50.588,8,8,64,28,8,true
en,3000,93,,6,44.718,5,7,35,16,8,true
en,3000,94,,8,38.936,7,8,56,19,8,true
en,3000,95,,6,41.416,5,8,40,17,8,false
en,3000,96,,8,46.31,6,8,48,23,8,false
en,3000,97,,5,42.198,4,6,24,12,7,true
en,3000,98,,6,49.23,6,8,48,17,8,false
en,3000,99,,6,43.656,6,7,42,18,8,true
en,3000,100,,4,49.491,6,7,42,16,8,true
en,3000,101,,6,44.699,5,7,35,18,8,true
en,3000,102,,4,42.068,5,5,25,13,7,true
en,3000,103,,2,42.067,3,8,24,10,8,true
en,3000,104,,10,41.979,8,7,56,27,8,false
en,3000,105,,5,50.887,6,5,30,16,8,false
en,3000,106,,7,50.094,5,8,40,22,8,false
en,3000,107,,4,45.609,5,5,25,11,8,true
en,3000,108,,8,46.608,5,8,40,21,8,true
en,3000,109,,3,42.626,4,4,16,9,6,false
en,3000,110,,5,51.345,5,7,35,18,8,false
en,3000,111,,4,46.413,6,7,42,17,8,false
en,3000,112,,6,42.267,4,8,32,14,8,true
en,3000,113,,4,50.234,4,8,32,15,8,true
en,3000,114,,5,44.11,6,7,42,16,8,true
en,3000,115,,8,42.229,7,5,35,20,8,false
en,3000,116,,8,41.119,6,8,48,25,8,false
en,3000,117,,8,44.573,8,8,64,23,8,true
en,3000,118,,6,34.613,6,5,30,14,8,true
en,3000,119,,4,35.154,5,3,15,9,8,true
en,3000,120,,6,46.513,7,7,49,21,7,true
en,3000,121,,3,46.756,4,8,32,13,8,true
en,3000,122,,8,45.52,7,7,49,23,8,true
en,3000,123,,7,52.571,6,8,48,23,8,false
en,3000,124,,6,44.716,6,7,42,20,8,true
en,3000,125,,8,49.216,7,8,56,27,8,true
en,3000,126,,8,49.6,7,7,49,23,8,false
en,3000,127,,7,42.166,6,7,42,18,8,true
en,3000,128,,8,49.836,7,8,56,27,8,true
en,3000,129,,11,48.092,8,8,64,28,8,true
en,3000,130,,4,46.402,4,6,24,14,8,true
en,3000,131,,9,41.937,7,6,42,23,8,true
en,3000,132,,4,40.881,5,5,25,12,7,true
en,3000,133,,3,46.588,4,7,28,12,8,true
en,3000,134,,10,45.104,7,7,49,27,8,true
en,3000,135,,8,40.639,6,7,42,19,8,false
en,3000,136,,9,43.757,6,8,48,24,8,false
en,3000,137,,5,50.696,5,8,40,19,8,true
en,3000,138,,9,48.939,8,8,64,27,8,true
en,3000,139,,6,45.128,6,8,48,19,8,true
en,3000,140,,2,39.385,3,3,9,5,4,true
en,3000,141,,5,46.243,7,6,42,16,8,true
en,3000,142,,8,46.794,7,8,56,23,8,false
en,3000,143,,9,43.895,8,6,48,24,8,false
en,3000,144,,6,58.636,6,8,48,22,8,true
en,3000,145,,6,50.107,6,7,42,21,8,false
en,3000,146,,8,44.738,7,6,42,20,8,true
en,3000,147,,4,41.379,5,5,25,11,6,true
en,3000,148,,7,48.726,8,7,56,21,8,true
en,3000,149,,7,47.923,8,7,56,24,8,true
en,3000,150,,9,44.234,6,8,48,27,8,true
en,3000,151,,4,48.792,5,7,35,17,8,true
en,3000,152,,5,49.134,5,7,35,17,8,false
en,3000,153,,5,38.031,5,6,30,12,8,true
en,3000,154,,6,45.846,6,8,48,22,8,false
en,3000,155,,6,47.875,5,7,35,19,8,false
en,3000,156,,8,43.837,7,6,42,22,8,false
en,3000,157,,7,50.251,6,8,48,25,8,false
en,3000,158,,5,43.725,5,7,35,17,8,false
en,3000,159,,6,46.993,5,7,35,19,8,false
en,3000,160,,5,52.944,5,7,35,15,8,false
en,3000,161,,6,50.714,5,8,40,19,8,true
en,3000,162,,7,45.917,6,7,42,21,8,false
en,3000,163,,5,45.384,6,6,36,19,8,true
en,3000,164,,4,48.084,5,6,30,15,6,true
en,3000,165,,7,44.101,8,6,48,22,8,true
en,3000,166,,7,45.648,6,7,42,20,8,true
en,3000,167,,2,38.82,3,3,9,5,4,true
en,3000,168,,6,49.294,5,8,40,21,8,true
en,3000,169,,9,38.787,6,7,42,22,8,true
en,3000,170,,2,49.076,3,8,24,10,8,false
en,3000,171,,7,46.416,8,8,64,22,8,false
en,3000,172,,4,44.653,6,7,42,15,8,false
en,3000,173,,7,43.342,5,8,40,22,8,false
en,3000,174,,8,44.979,5,8,40,21,8,true
en,3000,175,,5,38.712,5,4,20,11,8,true
en,3000,176,,8,45.202,7,7,49,22,8,true
en,3000,177,,5,43.375,6,8,48,21,8,true
en,3000,178,,5,51.354,6,8,48,18,8,false
en,3000,179,,9,45.149,8,8,64,24,8,false
en,3000,180,,4,50.094,4,6,24,14,8,false
en,3000,181,,8,46.589,7,8,56,24,8,false
en,3000,182,,6,48.042,6,8,48,20,8,false
en,3000,183,,8,43.07,8,6,48,23,8,true
en,3000,184,,6,53.46,6,8,48,23,8,false
en,3000,185,,5,45.309,6,7,42,18,8,true
en,3000,186,,6,47.093,6,7,42,19,8,true
en,3000,187,,6,38.253,6,5,30,16,8,true
en,3000,188,,6,46.302,5,8,40,22,8,true
en,3000,189,,5,48.195,5,7,35,18,8,false
en,3000,190,,3,47.701,4,7,28,12,8,false
en,3000,191,,7,48.849,8,7,56,22,8,true
en,3000,192,,4,45.064,5,5,25,13,7,true
en,3000,193,,4,41.499,4,6,24,14,8,true
en,3000,194,,5,48.018,4,6,24,14,7,true
en,3000,195,,4,43.074,4,6,24,12,7,false
en,3000,196,,8,43.802,8,7,56,28,8,true
en,3000,197,,2,47.602,5,8,40,12,8,true
en,3000,198,,5,48.029,5,6,30,16,8,true
en,3000,199,,5,49.054,5,6,30,15,8,false
en,6000,0,,12,78.543,8,8,64,30,8,false
en,6000,1,,12,76.824,7,8,56,32,8,true
en,6000,2,,12,88.387,8,8,64,37,8,true
en,6000,3,,5,85.764,5,7,35,16,7,true
en,6000,4,,9,91.392,7,7,49,23,8,false
en,6000,5,,9,103.393,8,8,64,27,8,true
en,6000,6,,8,88.672,6,8,48,23,7,true
en,6000,7,,11,80.798,8,8,64,27,8,false
en,6000,8,,6,91.099,6,5,30,18,8,true
en,6000,9,,7,99.375,8,6,48,20,8,true
en,6000,10,,12,83.067,8,8,64,31,8,true
en,6000,11,,7,106.347,6,7,42,21,8,false
en,6000,12,,10,89.589,8,8,64,29,8,true
en,6000,13,,5,101.34,6,7,42,22,8,false
en,6000,14,,10,97.429,6,7,42,24,8,false
en,6000,15,,7,96.342,6,7,42,20,5,true
en,6000,16,,10,107.733,7,8,56,31,8,true
en,6000,17,,6,84.347,4,7,28,13,8,false
en,6000,18,,9,108.771,8,8,64,28,8,true
en,6000,19,,6,87.749,5,6,30,18,8,false
en,6000,20,,10,90.771,7,7,49,24,8,true
en,6000,21,,7,92.107,6,6,36,20,8,true
en,6000,22,,12,89.186,7,8,56,30,8,false
en,6000,23,,7,82.862,6,8,48,17,8,true
en,6000,24,,7,102.329,6,8,48,22,8,false
en,6000,25,,6,73.869,7,6,42,20,8,true
en,6000,26,,3,76.493,4,4,16,8,5,true
en,6000,27,,10,95.327,8,8,64,32,8,true
en,6000,28,,8,108.504,8,7,56,26,8,true
en,6000,29,,8,98.789,8,7,56,27,8,true
en,6000,30,,4,105.101,4,7,28,13,7,false
en,6000,31,,11,96.629,8,8,64,35,8,true
en,6000,32,,5,103.739,6,8,48,17,8,true
en,6000,33,,9,90.118,8,8,64,26,8,true
en,6000,34,,7,90.813,5,8,40,18,8,true
en,6000,35,,8,85.415,6,5,30,17,8,true
en,6000,36,,5,90.264,6,6,36,15,8,true
en,6000,37,,11,100.83,7,8,56,31,8,true
en,6000,38,,7,94.188,6,8,48,23,8,true
en,6000,39,,5,95.847,4,8,32,18,8,true
en,6000,40,,8,108.176,7,8,56,27,8,true
en,6000,41,,11,83.939,8,7,56,27,8,false
en,6000,42,,7,106.74,7,7,49,25,8,false
en,6000,43,,9,84.446,7,7,49,23,8,false
en,6000,44,,11,86.021,8,8,64,29,8,false
en,6000,45,,6,83.484,4,8,32,15,8,true
en,6000,46,,6,81.975,5,8,40,18,8,true
en,6000,47,,12,100.166,8,8,64,34,7,true
en,6000,48,,8,102.163,5,8,40,23,8,true
en,6000,49,,3,82.262,4,4,16,8,4,true
en,6000,50,,10,102.637,7,8,56,27,7,true
en,6000,51,,9,102.958,8,8,64,27,8,true
en,6000,52,,8,92.227,8,7,56,23,8,true
en,6000,53,,6,107.067,5,8,40,18,8,true
en,6000,54,,9,74.993,8,7,56,22,8,true
en,6000,55,,7,92.217,7,8,56,29,8,true
en,6000,56,,9,91.517,7,7,49,24,8,true
en,6000,57,,6,103.061,5,8,40,21,8,true
en,6000,58,,9,110.266,8,8,64,29,8,true
en,6000,59,,10,77.598,8,6,48,23,8,false
en,6000,60,,8,85.966,8,7,56,23,8,true
en,6000,61,,10,103.151,8,8,64,29,8,true
en,6000,62,,10,94.539,8,7,56,29,8,false
en,6000,63,,6,107.46,5,7,35,18,8,true
en,6000,64,,8,117.819,7,7,49,26,8,false
en,6000,65,,7,106.917,7,7,49,23,8,true
en,6000,66,,4,81.834,4,6,24,13,8,false
en,6000,67,,8,104.226,8,7,56,23,8,false
en,6000,68,,4,84.779,4,6,24,12,6,true
en,6000,69,,11,111.848,8,8,64,32,8,true
en,6000,70,,8,99.143,5,8,40,22,6,true
en,6000,71,,6,94.001,4,8,32,17,8,false
en,6000,72,,12,85.851,8,8,64,30,8,true
en,6000,73,,7,107.129,7,8,56,23,8,false
en,6000,74,,7,85.776,6,8,48,20,8,true
en,6000,75,,4,96.489,4,6,24,15,8,true
en,6000,76,,3,83.731,4,4,16,8,4,false
en,6000,77,,4,100.517,5,8,40,17,8,false
en,6000,78,,10,101.279,8,8,64,28,8,true
en,6000,79,,10,103.821,7,8,56,28,8,false
en,6000,80,,9,92.292,8,7,56,24,8,false
en,6000,81,,7,96.827,5,8,40,18,8,true
en,6000,82,,9,98.92,7,7,49,24,8,true
en,6000,83,,4,94.746,3,6,18,12,8,false
en,6000,84,,8,87.958,7,6,42,19,8,true
en,6000,85,,9,100.008,7,6,42,23,8,true
en,6000,86,,8,110.531,6,8,48,25,8,true
en,6000,87,,6,91.938,5,8,40,15,8,true
en,6000,88,,11,90.024,8,7,56,28,8,true
en,6000,89,,6,96.201,7,7,49,20,7,true
en,6000,90,,10,87.429,8,7,56,24,8,true
en,6000,91,,8,83.354,7,7,49,22,8,true
en,6000,92,,5,98.911,6,8,48,18,8,true
en,6000,93,,9,87.933,7,6,42,22,8,true
en,6000,94,,8,86.121,8,6,48,24,8,false
en,6000,95,,9,108.156,6,8,48,30,8,true
en,6000,96,,10,103.319,7,8,56,28,8,false
en,6000,97,,9,97.115,7,8,56,26,8,false
en,6000,98,,6,120.812,5,8,40,21,8,true
en,6000,99,,8,91.785,7,7,49,21,8,true
en,6000,100,,8,98.07,7,7,49,24,7,false
en,6000,101,,8,113.349,8,7,56,24,8,false
en,6000,102,,8,96.707,7,7,49,22,8,true
en,6000,103,,6,118.115,6,8,48,19,8,false
en,6000,104,,12,94.383,8,8,64,32,8,false
en,6000,105,,10,89.19,8,8,64,27,8,true
en,6000,106,,6,95.383,8,5,40,17,8,false
en,6000,107,,8,95.209,7,6,42,21,8,true
en,6000,108,,7,82.651,7,5,35,16,8,false
en,6000,109,,10,112.178,8,8,64,31,8,true
en,6000,110,,3,98.161,3,6,18,10,8,false
en,6000,111,,5,87.852,4,6,24,13,7,false
en,6000,112,,11,92.764,8,8,64,29,8,false
en,6000,113,,5,86.742,5,6,30,14,8,true
en,6000,114,,7,95.713,6,8,48,22,8,true
en,6000,115,,7,88.133,6,7,42,21,8,true
en,6000,116,,7,89.065,6,5,30,16,7,true
en,6000,117,,9,94.591,7,8,56,28,8,false
en,6000,118,,9,90.913,7,7,49,24,8,true
en,6000,119,,12,88.93,7,8,56,28,8,true
en,6000,120,,10,92.907,7,8,56,24,8,true
en,6000,121,,5,108.336,5,8,40,18,8,false
en,6000,122,,6,102.634,6,7,42,20,8,true
en,6000,123,,4,110.831,5,6,30,14,8,true
en,6000,124,,8,109.827,6,8,48,24,8,true
en,6000,125,,9,87.692,8,8,64,23,8,false
en,6000,126,,7,94.159,8,6,48,22,8,true
en,6000,127,,8,85.499,6,8,48,23,8,true
en,6000,128,,8,103.409,6,8,48,28,8,true
en,6000,129,,5,98.057,5,8,40,19,8,true
en,6000,130,,9,94.885,8,8,64,29,8,true
en,6000,131,,11,162.227,7,7,49,33,8,true
en,6000,132,,5,111.079,5,7,35,17,8,true
en,6000,133,,11,97.654,8,7,56,26,8,true
en,6000,134,,7,103.538,5,7,35,19,8,true
en,6000,135,,8,95.119,7,8,56,22,8,false
en,6000,136,,8,93.168,7,7,49,21,8,true
en,6000,137,,10,101.249,7,8,56,32,8,true
en,6000,138,,8,97.022,7,7,49,22,8,true
en,6000,139,,8,81.703,7,7,49,23,8,false
en,6000,140,,7,93.606,5,6,30,16,8,false
en,6000,141,,2,109.082,3,8,24,10,8,true
en,6000,142,,11,84.105,8,7,56,28,8,false
en,6000,143,,11,98.995,8,8,64,31,8,false
en,6000,144,,5,104.723,5,8,40,18,8,false
en,6000,145,,10,127.86,8,7,56,28,8,true
en,6000,146,,5,111.995,5,8,40,18,8,true
en,6000,147,,5,91.676,6,7,42,17,8,true
en,6000,148,,4,79.101,4,5,20,11,8,true
en,6000,149,,11,80.165,7,8,56,26,8,false
en,6000,150,,5,98.889,5,6,30,16,7,true
en,6000,151,,9,99.403,7,7,49,28,8,false
en,6000,152,,8,99.351,8,8,64,28,8,true
en,6000,153,,6,69.996,5,6,30,15,8,false
en,6000,154,,8,90.007,7,6,42,21,8,true
en,6000,155,,7,90.127,6,6,36,19,8,true
en,6000,156,,8,106.416,6,8,48,25,8,true
en,6000,157,,12,70.493,8,8,64,28,8,true
en,6000,158,,10,95.342,8,7,56,30,8,false
en,6000,159,,5,123.141,5,7,35,16,7,true
en,6000,160,,8,87.759,7,6,42,19,8,true
en,6000,161,,8,85.998,8,6,48,22,8,false
en,6000,162,,10,94.968,7,8,56,25,8,true
en,6000,163,,5,103.954,6,8,48,18,8,false
en,6000,164,,9,71.652,7,5,35,21,8,true
en,6000,165,,8,91.402,8,7,56,23,8,true
en,6000,166,,9,110.103,8,8,64,29,8,false
en,6000,167,,7,84.843,5,8,40,23,8,true
en,6000,168,,11,91.653,8,8,64,32,8,true
en,6000,169,,9,90.101,7,6,42,23,8,true
en,6000,170,,10,92.01,7,8,56,28,8,false
en,6000,171,,8,97.48,8,8,64,30,8,false
en,6000,172,,10,82.219,8,8,64,27,8,true
en,6000,173,,8,87.631,8,7,56,24,8,true
en,6000,174,,7,78.091,6,7,42,19,8,true
en,6000,175,,9,96.356,7,8,56,27,8,false
en,6000,176,,8,81.15,6,7,42,21,8,false
en,6000,177,,9,88.154,8,8,64,24,8,false
en,6000,178,,7,90.854,6,6,36,20,8,true
en,6000,179,,7,89.223,6,7,42,18,8,true
en,6000,180,,9,77.827,7,6,42,20,8,true
en,6000,181,,9,98.949,8,8,64,25,8,true
en,6000,182,,11,84.897,7,8,56,25,8,false
en,6000,183,,8,101.144,8,8,64,30,8,false
en,6000,184,,11,97.16,8,8,64,31,7,false
en,6000,185,,7,99.473,7,6,42,22,7,true
en,6000,186,,11,91.402,7,8,56,29,8,false
en,6000,187,,12,98.161,8,8,64,32,8,false
en,6000,188,,7,88.418,7,6,42,22,8,true
en,6000,189,,8,104.116,7,8,56,25,8,true
en,6000,190,,9,92.026,8,8,64,28,8,true
en,6000,191,,11,103.727,8,8,64,31,8,true
en,6000,192,,8,77.831,6,7,42,18,8,true
en,6000,193,,9,103.283,8,8,64,29,8,true
en,6000,194,,8,97.718,8,7,56,26,7,true
en,6000,195,,9,91.213,8,8,64,29,8,false
en,6000,196,,5,102.24,6,8,48,17,8,false
en,6000,197,,10,96.17,8,6,48,26,8,true
en,6000,198,,8,96.715,8,8,64,30,8,false
en,6000,199,,9,104.019,8,7,56,26,8,false
en,10000,0,,12,141.351,8,8,64,31,8,false
en,10000,1,,12,153.912,8,8,64,32,8,true
en,10000,2,,10,151.596,8,8,64,31,8,true
en,10000,3,,9,146.432,7,8,56,28,8,true
en,10000,4,,7,168.392,7,7,49,19,8,true
en,10000,5,,12,142.146,7,8,56,33,6,true
en,10000,6,,6,160.292,4,8,32,18,8,true
en,10000,7,,8,137.684,8,8,64,23,7,false
en,10000,8,,10,140.412,7,8,56,27,8,true
en,10000,9,,10,165.352,8,8,64,28,8,false
en,10000,10,,10,173.747,7,8,56,29,7,false
en,10000,11,,11,157.802,8,8,64,33,8,true
en,10000,12,,11,153.614,8,8,64,31,8,false
en,10000,13,,9,164.496,7,7,49,25,8,false
en,10000,14,,9,144.005,6,8,48,21,8,false
en,10000,15,,8,169.813,6,8,48,27,8,true
en,10000,16,,9,148.439,7,8,56,28,8,false
en,10000,17,,7,143.179,7,8,56,20,8,false
en,10000,18,,9,159.662,8,7,56,27,8,true
en,10000,19,,9,143.025,8,6,48,24,8,false
en,10000,20,,12,151.376,8,8,64,32,8,true
en,10000,21,,12,150.154,8,8,64,29,8,false
en,10000,22,,11,184.943,7,8,56,32,8,false
en,10000,23,,4,151.27,3,6,18,12,7,true
en,10000,24,,12,149.826,8,8,64,29,8,true
en,10000,25,,9,169.679,7,8,56,30,8,true
en,10000,26,,12,146.133,8,7,56,31,8,false
en,10000,27,,11,161.62,8,8,64,34,8,true
en,10000,28,,11,161.701,7,8,56,31,8,false
en,10000,29,,12,152.245,8,8,64,32,8,true
en,10000,30,,5,152.804,6,8,48,16,8,true
en,10000,31,,10,162.095,8,7,56,27,8,true
en,10000,32,,12,122.942,8,8,64,25,8,true
en,10000,33,,12,132.422,8,7,56,31,8,false
en,10000,34,,6,184.851,5,8,40,20,8,false
en,10000,35,,9,148.039,8,8,64,27,8,false
en,10000,36,,5,160.125,5,8,40,20,8,true
en,10000,37,,12,147.801,8,8,64,32,8,true
en,10000,38,,12,169.502,7,8,56,34,8,false
en,10000,39,,12,154.558,8,8,64,30,7,true
en,10000,40,,4,140.227,4,6,24,12,8,true
en,10000,41,,12,137.904,8,8,64,32,8,false
en,10000,42,,9,116.452,5,7,35,21,8,false
en,10000,43,,8,170.332,6,8,48,23,7,false
en,10000,44,,9,163.896,7,8,56,25,8,true
en,10000,45,,9,160.535,8,7,56,29,8,true
en,10000,46,,10,170.956,8,7,56,33,8,false
en,10000,47,,10,131.832,8,6,48,25,8,false
en,10000,48,,12,147.436,8,8,64,33,8,true
en,10000,49,,11,170.457,7,8,56,31,8,false
en,10000,50,,10,170.847,8,8,64,32,8,true
en,10000,51,,5,151.614,5,5,25,13,7,true
en,10000,52,,8,137.745,6,5,30,17,8,false
en,10000,53,,12,140.35,8,8,64,34,8,true
en,10000,54,,8,171.066,7,8,56,26,8,true
en,10000,55,,8,164.938,7,7,49,21,8,true
en,10000,56,,7,141.224,6,6,36,17,7,true
en,10000,57,,10,149.117,7,8,56,25,8,false
en,10000,58,,8,166.208,8,7,56,24,8,true
en,10000,59,,9,150.123,6,7,42,24,8,false
en,10000,60,,11,170.844,8,7,56,29,8,true
en,10000,61,,10,180.17,8,8,64,31,8,false
en,10000,62,,5,176.353,4,7,28,16,8,true
en,10000,63,,7,161.957,7,8,56,24,8,true
en,10000,64,,6,149.65,5,7,35,15,7,false
en,10000,65,,8,173.805,8,7,56,24,8,false
en,10000,66,,9,158.534,7,6,42,22,8,true
en,10000,67,,9,170.134,6,8,48,26,8,true
en,10000,68,,7,168.729,5,8,40,20,8,false
en,10000,69,,9,141.926,6,8,48,23,8,true
en,10000,70,,12,159.451,8,7,56,32,8,false
en,10000,71,,8,149.533,6,8,48,24,8,true
en,10000,72,,12,148.477,8,8,64,26,8,true
en,10000,73,,8,179.92,5,8,40,21,8,true
en,10000,74,,4,171.143,8,8,64,16,8,false
en,10000,75,,11,158.884,8,7,56,27,8,false
en,10000,76,,9,129.962,7,7,49,20,8,false
en,10000,77,,7,143.579,4,8,32,19,8,false
en,10000,78,,8,162.604,6,7,42,26,8,true
en,10000,79,,11,177.779,7,8,56,32,8,true
en,10000,80,,8,154.804,7,7,49,22,8,true
en,10000,81,,5,138.004,5,7,35,18,8,false
en,10000,82,,10,170.703,7,8,56,29,6,true
en,10000,83,,10,142.077,7,7,49,28,8,false
en,10000,84,,8,165.003,7,8,56,26,8,false
en,10000,85,,5,154.429,5,5,25,13,8,true
en,10000,86,,8,154.658,6,8,48,30,8,false
en,10000,87,,10,191.935,7,8,56,30,8,false
en,10000,88,,8,134.856,7,6,42,17,8,true
en,10000,89,,9,157.152,7,8,56,27,8,true
en,10000,90,,12,145.913,8,7,56,30,8,false
en,10000,91,,7,168.283,7,8,56,22,8,false
en,10000,92,,3,143.461,4,4,16,8,6,true
en,10000,93,,12,150.838,8,7,56,32,8,false
en,10000,94,,10,176.76,7,8,56,30,8,true
en,10000,95,,9,172.524,8,8,64,32,8,true
en,10000,96,,7,215.531,7,8,56,24,8,true
en,10000,97,,8,137.962,6,7,42,20,8,true
en,10000,98,,8,207.008,8,8,64,27,8,true
en,10000,99,,12,163.794,8,7,56,31,8,false
en,10000,100,,12,165.508,8,8,64,33,8,false
en,10000,101,,10,169.815,8,8,64,29,8,true
